line,name,code,lat,lng,행정동
03호선,충무로,321,37.561243,126.99428,필동
03호선,화정,1952,37.634592,126.83265,화정2동
04호선,남태령,434,37.463873,126.989134,방배2동
04호선,금정,1458,37.372221,126.943429,금정동
04호선,당고개,409,37.670272,127.079066,상계3·4동
04호선,상계,410,37.660878,127.073572,중계4동
04호선,노원,411,37.655128,127.061368,상계2동
04호선,창동,412,37.653166,127.047731,창4동
04호선,쌍문,413,37.648627,127.034709,창1동
04호선,수유,414,37.638052,127.025732,번1동
04호선,미아,415,37.62667,127.025983,송천동
04호선,미아사거리,416,37.613292,127.030053,송중동
04호선,길음,417,37.603407,127.025053,길음1동
04호선,성신여대입구,418,37.592624,127.016403,동선동
04호선,한성대입구,419,37.588458,127.006221,삼선동
04호선,혜화,420,37.582336,127.001844,연건동
04호선,동대문,421,37.57142,127.009745,종로5·6가동
04호선,동대문역사문화공원,422,37.565138,127.007896,광희동
04호선,충무로,423,37.561243,126.99428,필동
04호선,명동,424,37.560989,126.986325,명동
04호선,회현,425,37.558514,126.978246,회현동
04호선,서울,426,37.554648,126.972559,남영동
04호선,숙대입구,427,37.54456,126.972106,남영동
04호선,삼각지,428,37.534777,126.97311,한강로동
04호선,신용산,429,37.52917,126.967894,한강로동
04호선,동작,431,37.502971,126.979306,사당2동
04호선,총신대입구,432,37.486263,126.981989,사당2동
04호선,사당,433,37.47653,126.981685,방배2동
04호선,경마공원,1451,37.443885,127.007888,과천동
04호선,대공원,1452,37.435675,127.006523,부림동
04호선,과천,1453,37.433021,126.996568,부림동
04호선,정부과천청사,1454,37.426513,126.98978,부림동
04호선,인덕원,1455,37.401553,126.976715,관양2동
04호선,평촌,1456,37.394287,126.963883,부림동
04호선,범계,1457,37.389793,126.950806,범계동
04호선,선바위,1450,37.451673,127.002303,과천동
04호선,산본,1751,37.358101,126.933274,산본동
04호선,대야미,1752,37.328467,126.917332,대야미동
04호선,반월,1753,37.312212,126.903524,건건동
04호선,상록수,1754,37.302795,126.866489,일동
04호선,한대앞,1755,37.309689,126.85344,이동
04호선,중앙,1756,37.315941,126.838573,고잔동
04호선,고잔,1757,37.316777,126.823249,고잔동
04호선,초지,1758,37.320646,126.805913,정왕본동
04호선,안산,1759,37.327082,126.788532,원곡동
04호선,신길온천,1760,37.338212,126.765844,신길동
04호선,정왕,1761,37.351735,126.742989,정왕본동
04호선,오이도,1762,37.362357,126.738714,부천동
04호선,수리산,1763,37.349801,126.925365,산본동
04호선,이촌,430,37.522272,126.974345,이촌1동
05호선,종로3가,2535,37.571607,126.991806,동선동
05호선,둔촌동,2555,37.527788,127.136248,성내3동
05호선,올림픽공원,2556,37.516078,127.130848,오륜동
05호선,미사,2563,,,망월동
05호선,하남풍산,2564,,,덕풍동
05호선,방화,2511,37.577446,126.812741,방화3동
05호선,개화산,2512,37.572399,126.806171,방화2동
05호선,김포공항,2513,37.562434,126.801058,방화2동
05호선,송정,2514,37.561184,126.811973,공항동
05호선,마곡,2515,37.560183,126.825448,공항동
05호선,애오개,2531,37.553736,126.95682,아현동
05호선,서대문,2533,37.565773,126.966641,충현동
05호선,광화문,2534,37.571026,126.976669,사직동
05호선,충정로,2532,37.559973,126.963672,충현동
05호선,왕십리,2541,37.561533,127.037732,행당1동
05호선,발산,2516,37.558598,126.837668,마곡지구도시개발지구
05호선,우장산,2517,37.548768,126.836318,발산1동
05호선,화곡,2518,37.541513,126.840461,화곡1동
05호선,까치산,2519,37.531768,126.846683,화곡1동
05호선,신정,2520,37.524997,126.856191,신정4동
05호선,목동,2521,37.526065,126.864931,목1동
05호선,오목교,2522,37.524496,126.875181,목1동
05호선,영등포구청,2524,37.52497,126.895951,당산1동
05호선,영등포시장,2525,37.522669,126.905139,영등포동
05호선,신길,2526,37.517122,126.917169,영등포동
05호선,여의도,2527,37.521624,126.924191,여의동
05호선,여의나루,2528,37.527098,126.932901,여의동
05호선,마포,2529,37.539574,126.945932,도화동
05호선,공덕,2530,37.544018,126.951592,공덕동
05호선,을지로4가,2536,37.566941,126.998079,을지로동
05호선,신금호,2539,37.554548,127.020331,금호1가동
05호선,행당,2540,37.557322,127.029476,행당2동
05호선,마장,2542,37.5661,127.042973,마장동
05호선,답십리,2543,37.566747,127.052704,용답동
05호선,장한평,2544,37.56144,127.064623,장안1동
05호선,군자,2545,37.557121,127.079542,중곡2동
05호선,아차산,2546,37.551691,127.089761,구의2동
05호선,광나루,2547,37.545303,127.10357,광장동
05호선,천호,2548,37.538397,127.123572,성내2동
05호선,강동,2549,37.535804,127.132481,성내2동
05호선,길동,2550,37.537801,127.140004,길동
05호선,굽은다리,2551,37.545477,127.142853,천호1동
05호선,명일,2552,37.55137,127.143999,명일1동
05호선,고덕,2553,37.555004,127.154151,명일2동
05호선,상일동,2554,37.556712,127.166417,고덕2동
05호선,방이,2557,37.508857,127.126133,방이1동
05호선,오금,2558,37.502162,127.128111,가락본동
05호선,개롱,2559,37.498079,127.13482,가락2동
05호선,거여,2560,37.493105,127.14415,거여1동
05호선,마천,2561,37.49499,127.152781,마천1동
05호선,동대문역사문화공원,2537,37.565138,127.007896,광희동
05호선,청구,2538,37.560245,127.013828,청구동
06호선,망원,2622,37.556094,126.910052,서교동
06호선,합정,2623,37.549463,126.913739,합정동
06호선,상수,2624,37.547716,126.922852,서강동
06호선,광흥창,2625,37.547456,126.931993,서강동
06호선,대흥,2626,37.547771,126.942069,대흥동
06호선,버티고개,2633,37.548013,127.007055,다산동
06호선,약수,2634,37.55434,127.010655,약수동
06호선,청구,2635,37.560245,127.013828,청구동
06호선,신당,2636,37.565972,127.01782,신당동
06호선,응암,2611,37.598605,126.915577,신사1동
06호선,역촌,2612,37.606021,126.922744,응암1동
06호선,불광,2613,37.610469,126.929887,불광1동
06호선,독바위,2614,37.618456,126.933031,불광1동
06호선,연신내,2615,37.619001,126.921008,불광2동
06호선,구산,2616,37.611377,126.91727,대조동
06호선,새절,2617,37.591148,126.913629,신사2동
06호선,증산,2618,37.583876,126.909645,증산동
06호선,디지털미디어시티,2619,37.576646,126.900984,상암동
06호선,월드컵경기장,2620,37.569532,126.899298,성산2동
06호선,마포구청,2621,37.563515,126.903343,성산2동
06호선,공덕,2627,37.544018,126.951592,공덕동
06호선,효창공원앞,2628,37.539261,126.961351,효창동
06호선,삼각지,2629,37.534777,126.97311,한강로동
06호선,녹사평,2630,37.534675,126.986695,용산2가동
06호선,이태원,2631,37.534488,126.994302,이태원1동
06호선,한강진,2632,37.539631,127.001725,한남동
06호선,동묘앞,2637,37.572627,127.016429,숭인2동
06호선,창신,2638,37.579661,127.015241,숭인1동
06호선,보문,2639,37.585286,127.019381,보문동
06호선,안암,2640,37.586272,127.029005,안암동
06호선,고려대,2641,37.590508,127.036296,제기동
06호선,월곡,2642,37.601948,127.041518,월곡2동
06호선,상월곡,2643,37.606377,127.048491,월곡2동
06호선,돌곶이,2644,37.610537,127.056431,월곡2동
06호선,석계,2645,37.614805,127.065851,월계1동
06호선,태릉입구,2646,37.617983,127.07512,공릉1동
06호선,화랑대,2647,37.620064,127.084689,공릉1동
06호선,봉화산,2648,37.617283,127.091401,신내2동
06호선,신내,2649,37.612887,127.103218,신내1동
07호선,군자,2727,37.557121,127.079542,중곡2동
07호선,강남구청,2732,37.517186,127.04128,논현2동
07호선,학동,2733,37.514229,127.031656,논현2동
07호선,논현,2734,37.511093,127.021415,논현1동
07호선,반포,2735,37.508178,127.011727,반포1동
07호선,고속터미널,2736,37.50481,127.004943,반포4동
07호선,내방,2737,37.487618,126.993513,방배1동
07호선,이수,2738,37.486263,126.981989,사당2동
07호선,까치울,2753,37.506207,126.810939,춘의동
07호선,부천종합운동장,2754,37.50538,126.797337,춘의동
07호선,춘의,2755,37.503663,126.787036,철산3동
07호선,부평구청,2761,37.508336,126.720548,청천2동
07호선,사가정,2724,37.580894,127.088478,면목3·8동
07호선,용마산,2725,37.573647,127.086727,면목4동
07호선,중곡,2726,37.565923,127.08432,중곡3동
07호선,어린이대공원,2728,37.548014,127.074658,군자동
07호선,남성,2739,37.484596,126.971251,사당4동
07호선,숭실대입구,2740,37.496029,126.953822,상도1동
07호선,상도,2741,37.502834,126.94791,상도1동
07호선,장승배기,2742,37.504898,126.93915,상도2동
07호선,신대방삼거리,2743,37.499701,126.928276,대방동
07호선,보라매,2744,37.499872,126.920428,대방동
07호선,신풍,2745,37.50008,126.90993,신길6동
07호선,대림,2746,37.49297,126.895801,대림3동
07호선,남구로,2747,37.486056,126.887249,구로3동
07호선,가산디지털단지,2748,37.481072,126.882343,가산동
07호선,철산,2749,37.47605,126.867911,광명4동
07호선,광명사거리,2750,37.479252,126.854876,광명4동
07호선,천왕,2751,37.486637,126.838713,오류2동
07호선,온수,2752,37.492258,126.823388,수궁동
07호선,장암,2711,37.700109,127.053196,장암동
07호선,중화,2721,37.602545,127.079264,중화2동
07호선,상봉,2722,37.596362,127.085032,상봉1동
07호선,면목,2723,37.588579,127.087503,면목본동
07호선,건대입구,2729,37.540693,127.07023,화양동
07호선,뚝섬유원지,2730,37.53154,127.066704,자양3동
07호선,청담,2731,37.519365,127.05335,삼성1동
07호선,도봉산,2712,37.689313,127.046222,도봉2동
07호선,수락산,2713,37.67785,127.055315,상계1동
07호선,마들,2714,37.66494,127.057675,상계9동
07호선,노원,2715,37.655128,127.061368,상계2동
07호선,중계,2716,37.644583,127.064303,중계2·3동
07호선,하계,2717,37.636352,127.06799,하계1동
07호선,공릉,2718,37.625742,127.072896,공릉1동
07호선,태릉입구,2719,37.617983,127.07512,공릉1동
07호선,먹골,2720,37.610637,127.077725,묵2동
07호선,신중동,2756,37.503048,126.77596,중동
07호선,부천시청,2757,37.504631,126.763538,중동
07호선,상동,2758,37.505781,126.753083,상동
07호선,삼산체육관,2759,37.506411,126.742153,삼산동
07호선,굴포천,2760,37.506997,126.73128,삼산동
08호선,암사,2811,37.55021,127.127562,암사1동
08호선,천호,2812,37.538397,127.123572,성내2동
08호선,강동구청,2813,37.530341,127.120508,풍납2동
08호선,몽촌토성,2814,37.517409,127.112359,행정동
08호선,잠실,2815,37.51395,127.102234,잠실6동
08호선,신흥,2825,37.440918,127.147564,중앙동
08호선,수진,2826,37.437428,127.140722,성남동
08호선,모란,2827,37.43213,127.129087,성남동
08호선,석촌,2816,37.505431,127.106979,석촌동
08호선,송파,2817,37.499703,127.112183,가락1동
08호선,가락시장,2818,37.492522,127.118234,가락1동
08호선,문정,2819,37.485855,127.1225,문정1동
08호선,장지,2820,37.478703,127.126191,장지동
08호선,복정,2821,37.470047,127.126662,위례동
08호선,산성,2822,37.457122,127.149908,산성동
08호선,남한산성입구,2823,37.451535,127.159816,양지동
08호선,단대오거리,2824,37.44521,127.156866,잠실본동
09호선,석촌고분,4132,,,삼전동
09호선,석촌,4133,37.505431,127.106979,석촌동
09호선,송파나루,4134,,,송파동
09호선,한성백제,4135,,,방이1동
09호선,올림픽공원,4136,37.516078,127.130848,오륜동
09호선,둔촌오륜,4137,,,둔촌1동
09호선,선정릉,4127,37.51098,127.043593,논현2동
09호선,삼성중앙,4128,37.513011,127.053282,삼성2동
09호선,봉은사,4129,37.514219,127.060245,삼성1동
09호선,종합운동장,4130,37.510997,127.073642,잠실7동
09호선,삼전,4131,37.503873,127.089064,둔촌2동
09호선,중앙보훈병원,4138,37.528662,127.148331,둔촌2동
09호선,개화,4101,37.578608,126.798153,방화2동
09호선,김포공항,4102,37.562434,126.801058,방화2동
09호선,공항시장,4103,37.563726,126.810678,공항동
09호선,신방화,4104,37.567532,126.816601,방화1동
09호선,마곡나루,4105,37.567336,126.829497,마곡지구도시개발지구
09호선,양천향교,4106,37.568381,126.841333,마곡지구도시개발지구
09호선,증미,4108,37.557402,126.861939,가양3동
09호선,등촌,4109,37.550632,126.865689,목3동
09호선,선유도,4112,37.53802,126.893525,양평2동
09호선,샛강,4116,37.517274,126.928422,여의동
09호선,노량진,4117,37.514219,126.942454,노량진1동
09호선,흑석,4119,37.50877,126.963708,노량진1동
09호선,구반포,4121,37.501364,126.987332,반포본동
09호선,신반포,4122,37.503415,126.995925,반포2동
09호선,신논현,4125,37.504598,127.02506,역삼1동
09호선,염창,4110,37.546936,126.874916,목2동
09호선,신목동,4111,37.544277,126.88308,목2동
09호선,당산,4113,37.53438,126.902281,당산2동
09호선,국회의사당,4114,37.528105,126.917874,여의동
09호선,여의도,4115,37.521624,126.924191,여의동
09호선,노들,4118,37.512887,126.953222,노량진1동
09호선,동작,4120,37.502971,126.979306,사당2동
09호선,고속터미널,4123,37.50481,127.004943,반포4동
09호선,사평,4124,37.504206,127.015259,반포1동
09호선,가양,4107,37.561391,126.854456,가양2동
09호선,언주,4126,37.507287,127.033868,역삼1동
경강선,삼동,1503,37.409522,127.20336,중대동
경강선,경기광주,1504,37.399907,126.630347,송도4동
경강선,초월,1505,37.374419,127.299,초월읍
경강선,곤지암,1506,37.351315,127.34674,곤지암읍
경강선,이천,1508,37.265579,127.44226,증일동
경강선,여주,1511,37.282701,127.628607,교동
경강선,세종대왕릉,1510,37.295309,127.570938,세종대왕면
경강선,이매,1502,37.396104,127.12827,이매동
경강선,판교,1501,37.394761,127.111217,백현동
경의선,이촌,1008,37.522272,126.974345,이촌1동
경의선,서빙고,1009,37.519594,126.988537,서빙고동
경의선,옥수,1011,37.540685,127.017965,옥수동
경의선,왕십리,1013,37.561533,127.037732,행당1동
경의선,청량리,1014,37.580178,127.046835,전농1동
경의선,중랑,1201,37.594917,127.076116,중화2동
경의선,상봉,1202,37.596362,127.085032,상봉1동
경의선,망우,1203,37.59955,127.091909,상봉1동
경의선,양원,1204,37.606596,127.107906,망우본동
경의선,구리,1205,37.603392,127.143869,수택동
경의선,도농,1206,37.608806,127.161153,지금동
경의선,양정,1207,37.60533,127.19364,이패동
경의선,덕소,1208,37.586781,127.208832,와부읍
경의선,도심,1209,37.579622,127.222672,와부읍
경의선,팔당,1210,37.547371,127.243939,와부읍
경의선,운길산,1211,37.554669,127.310115,조안면
경의선,신원,1213,37.525545,127.372921,양서면
경의선,응봉,1012,37.549946,127.034538,금호4가동
경의선,아신,1215,37.51382,127.443173,옥천면
경의선,서울,1251,37.554648,126.972559,남영동
경의선,신촌,1252,37.555134,126.936893,신촌동
경의선,효창공원앞,1261,37.539261,126.961351,효창동
경의선,공덕,1262,37.544018,126.951592,공덕동
경의선,홍대입구,1264,37.557192,126.925381,서교동
경의선,수색,1267,37.580842,126.895611,수색동
경의선,화전,1268,37.602888,126.868387,화전동
경의선,강매,1269,37.612314,126.843223,행신2동
경의선,행신,1270,37.612102,126.834146,행신2동
경의선,능곡,1271,37.618808,126.820783,능곡동
경의선,곡산,1272,37.645676,126.801762,백석1동
경의선,풍산,1274,37.672346,126.786243,풍산동
경의선,일산,1275,37.682077,126.769846,일산2동
경의선,탄현,1276,37.694023,126.761086,탄현1동
경의선,운정,1278,37.725826,126.767257,운정3동
경의선,금릉,1279,37.751322,126.765347,금촌2동
경의선,월롱,1282,37.796188,126.792587,월롱면
경의선,파주,1283,37.815298,126.792783,파주읍
경의선,문산,1284,37.854619,126.788047,문산읍
경의선,임진강,1285,37.8889462,126.7474898,문산읍
경의선,서강대,1263,37.551881,126.935711,대흥동
경의선,백마,1273,37.658239,126.794461,백석1동
경의선,야당,1277,37.712327,126.761356,야당동
경의선,금촌,1280,37.766217,126.774644,아동동
경의선,디지털미디어시티,1266,37.576646,126.900984,상암동
경의선,대곡,300,37.631626,126.811024,능곡동
경의선,한남,1010,37.52943,127.009169,한남동
경의선,용산,,37.529849,126.964561,한강로동
경의선,회기,,37.58946,127.057583,휘경1동
경의선,가좌,1265,37.568491,126.915487,성산2동
경춘선,광운대,1305,37.623632,127.061835,월계1동
경춘선,청량리,1306,37.580178,127.046835,전농1동
경춘선,회기,1307,37.58946,127.057583,휘경1동
경춘선,상봉,1309,37.596362,127.085032,상봉1동
경춘선,망우,1310,37.59955,127.091909,상봉1동
경춘선,신내,1311,37.612887,127.103218,신내1동
경춘선,갈매,1312,37.634118,127.114757,신내1동
경춘선,별내,1313,37.64202,127.12684,별내동
경춘선,퇴계원,1314,37.648311,127.143952,퇴계원면
경춘선,평내호평,1317,37.653225,127.244493,평내동
경춘선,대성리,1320,37.684071,127.379319,청평면
경춘선,가평,1323,37.814536,127.510739,가평읍
경춘선,백양리,1325,37.830779,127.58933,남산면
경춘선,남춘천,1328,37.864007,127.723792,온의동
경춘선,금곡,1316,37.637382,127.207853,금곡동
경춘선,천마산,1318,37.658978,127.285379,화도읍
경춘선,춘천,1329,37.885054,127.717023,근화동
경춘선,중랑,1308,37.594917,127.076116,중화2동
공항철도,김포공항,4207,37.562434,126.801058,방화2동
공항철도,계양,4208,37.571462,126.735637,계양1동
공항철도,마곡나루,4206,37.567336,126.829497,마곡지구도시개발지구
공항철도,검암,4209,37.569104,126.673728,검암경서동
공항철도,서울,4201,37.554648,126.972559,남영동
공항철도,공덕,4202,37.544018,126.951592,공덕동
공항철도,홍대입구,4203,37.557192,126.925381,서교동
공항철도,디지털미디어시티,4204,37.576646,126.900984,상암동
공항철도,청라국제도시,4210,37.555878,126.625327,청라3동
공항철도,운서,4211,37.492904,126.49379,운서동
공항철도,공항화물청사,4212,37.458366,126.476241,운서동
공항철도,인천공항1터미널,4213,37.4477845,126.4581116,운서동
공항철도,인천공항2터미널,4215,37.4477845,126.4581116,운서동
공항철도,영종,4217,37.511466,126.5237,영종동
김포도시철도,양촌,4920,37.641717,126.614758,양촌읍
김포도시철도,구래,4921,,,김포2동
김포도시철도,마산,4922,,,마산동
김포도시철도,장기,4923,,,김포2동
김포도시철도,운양,4924,,,운양동
김포도시철도,걸포북변,4925,,,걸포동
김포도시철도,사우,4926,,,사우동
김포도시철도,풍무,4927,,,풍무동
김포도시철도,고촌,4928,,,신곡리
김포도시철도,김포공항,4929,37.562434,126.801058,방화2동
분당선,선릉,1023,37.504503,127.049008,삼성2동
분당선,한티,1024,37.496237,127.052873,도곡2동
분당선,도곡,1025,37.490858,127.055381,대치1동
분당선,구룡,1026,37.486839,127.058856,개포2동
분당선,개포동,1027,37.489116,127.06614,개포2동
분당선,대모산입구,1028,37.491373,127.07272,개포2동
분당선,왕십리,,37.561533,127.037732,행당1동
분당선,수서,1030,37.487371,127.10188,수서동
분당선,복정,1031,37.470047,127.126662,위례동
분당선,서울숲,1847,37.543617,127.044707,성수1가1동
분당선,압구정로데오,1848,37.527381,127.040534,청담동
분당선,강남구청,1849,37.517186,127.04128,논현2동
